SONG_ID,LYRICS,happy,angry,dislike,fear,sad,surprise
105187,"J 스치는 바람에
J 그대 모습 보이면
난 오늘도 조용히
그댈 그리워 하네
J 지난 밤 꿈 속에
J 만났던 모습은
내 가슴 속 깊이
여울져 남아있네
J 아름다운 여름 날이
멀리 사라졌다 해도
J 나의 사랑은
아직도 변함 없는데
J 난 너를 못잊어
J 난 너를 사랑해
J 우리가 걸었던
J 추억의 그 길을
난 이 밤도 쓸쓸히
쓸쓸히 걷고 있네

J 아름다운 여름 날이
멀리 사라졌다해도
J 나의 사랑은
아직도 변함 없는데
J 난 너를 못 잊어
J 난 너를 사랑해
J 우리가 걸었던
J 추억의 그 길을
난 이 밤도 쓸쓸히
쓸쓸히 걷고 있네
쓸쓸히 걷고 있네",0.699975,0.002227,0.002693,0.016339,0.276934,0.001831
111209,"마치 어제 만난 것처럼 
잘있었냔 인사가 무색할 만큼 
괜한 우려였는지 
서먹한 내가 되려 어색했을까 
어제 나의 전활 받고서 
밤새 한숨도 못 자 엉망이라며 
수줍게 웃는 얼굴 
어쩌면 이렇게도 그대로일까 
그땐 우리 너무 어렸었다며 
지난 얘기들로 웃음짓다가 
아직 혼자라는 너의 그 말에 
불쑥 나도 몰래 가슴이 시려 
다시 사랑한다 말할까 
조금 멀리 돌아왔지만
기다려왔다고 
널 기다리는게
나에게 제일 쉬운 일이라 
시간이 가는 줄 몰랐다고 
다시 사랑한다 말할까 
여전히 난 부족하지만
받아주겠냐고 
널 사랑하는게
내삶에 전부라 
어쩔 수 없다고 말야 
그땐 사랑인줄 몰랐었다며 
가끔 내 소식을 들을때마다 
항상 미안했단 너의 그 말에 
불쑥 나도 몰래 눈물이 흘러 
다시 사랑한다 말할까 
언젠가는 내게 돌아올
운명이었다고 
널 잊는다는 게 
나에게 제일 힘든 일이라 
생각 조차 할 수 없었다고 
다시 사랑한다 말할까 
좋은 친구처럼
편하게 받아주겠냐고 
다시 태어나도
널 사랑하는게 
내 삶에 이유란 말야 
다시 사랑한다 말할까 
조금 멀리 돌아왔지만
기다려왔다고 
널 기다리는게 
나에겐 제일 쉬운 일이라 
시간이 가는 줄 몰랐다고 
다시 사랑한다 말할까 
여전히 난 부족하지만 
받아주겠냐고 
널 사랑하는게
내삶에 전부라",0.331433,0.032269,0.066933,0.055607,0.501999,0.011759
420534,"행복했어
너와의 시간들
아마도
너는 힘들었겠지
너의 마음을
몰랐던 건 아니야
나도 느꼈었지만
널 보내는게
널 떠나보내는게
아직은 익숙하지가 않아
그렇게 밖에 할 수 없던
니가 원망스러워
왜 말 안했니
아님 못한거니
조금도 날
생각하지 않았니
좋아한다며
사랑한다며
이렇게 끝낼거면서
왜 그런말을 했니
널 미워해야만
하는 거니
아니면 내 탓을
해야만 하는 거니
시간을
돌릴수만 있다면
다시 예전으로
돌아가고 싶은 마음뿐이야
왜 말 안했니
아님 못한거니
조금도 날
생각하지 않았니
좋아한다며
사랑한다며
이렇게 끝낼거면서
왜 그런말을 했니
널 미워해야만
하는 거니
아니면 내 탓을
해야만 하는 거니
시간을 돌릴수만 있다면
다시 예전으로
돌아가고 싶은 마음뿐이야
그래 더 이상
묻지 않을게
내곁을 떠나고 싶다면
돌아보지 말고 떠나가
눈물은 흘리지 않을게
괜히 마음만 약해지니깐
내게서 멀어진
니 모습이
흐릿하게 보여
눈물이 나나봐
널 많이
그리워할것 같아
참아야만 하겠지
잊혀질 수 있도록
다시 사랑같은거
하지 않을래
내 마지막 사랑은
돌아선 너에게
주고 싶어서
행복하길 바래
나보다 좋은 여자
만나기를",0.138849,0.175471,0.132496,0.032169,0.519352,0.001664
437205,"너무나 오래참았어 
가슴만 설레 눈감고 
난 지금 꿈을 꾸었어 
너무도 아름다웠지 

널 만나 흔들리는 내 맘을 
들킬까 두려웠었어 
너에게 애정표현 단 한번도 하지 못하고 
가슴만 뛰었던 나 

Oh- my darling my darling 
널 품에 안으며 
나의 마음을 고백하고파 
Oh- my darling my darling 
입술에 닿으며 
달콤하게 영원한 사랑 전할래 

너무나 오래참았어 
가슴만 설레 눈감고 
매일 밤 꿈을 꾸지만 
용기가 없던 나였어 

널 만나 흔들리는 내 맘을 
들킬까 두려웠었어 
너에게 애정표현 단 한번도 하지 못하고 
가슴만 뛰었던 나 

Oh- my darling my darling 
널 품에 안으며 
나의 마음을 고백하고파 
Oh- my darling my darling 
입술에 닿으며 
달콤한 사랑 나누고 싶어 

Oh- my darling my darling 
널 품에 안으며 
나의 마음을 고백하고파 
Oh- my darling my darling 
입술에 닿으며 
달콤하게 영원한 사랑 전할래",0.763146,0.009878,0.011913,0.021486,0.187931,0.005646
450190,"우연이라 하기엔 너무나 
심각했지 
우린 서로가 서로를 모른 
척을 해야만했어 
변해버린 모습과 서로
다른 연인과 
같은 영활 보러 갔다 
우린 마주쳤었지 
너와 눈이 마주 치던 그 순간 
나는 태연한 척 하려 
애를 썼지만 
당황하는 너의 표정들을 
바라보면서 
나도 그만 멈칫하며 
당황 했던 거야 
너는 나를 피했었고 나도 
너를 외면했었지만 
니 옆에 있는 연인의 얼굴이 
궁금했어 
나는 뒤를 돌아봤고 너도 
나를 보고 있었지 
우린 서로 말없이 서로를 
의식하고 있었어
시간은 벌써 2년이나 지나갔고 
그땐 우리 얼마나 많은 
방황을 했었나 
영원히 널 못볼거라 믿었었는데 
우연은 또 너를 내곁에 
데려다 놓았어 
다정한 서로의 연인을 보며 
너와 난 말없는 질툴 느꼈을거야 
눈인사도 나누지 못한채 
뒤돌아서며 
서로의 행복을 비는 우울한 
날일거야 
우연이라 하기엔 
너무나 우스웠어 
건널목을 건너며 다시 
마주쳐 버린거야 
나는 너를 보았고 너는 
고갤 돌렸었지 
그렇게 우린 스치며 
서로 외면했었지 
너와 눈이 마주 치던 그 순간 
나는 태연한 척 하려 
애를 썼지만 
당황하는 너의 표정들을 
바라보면서 
나도 그만 멈칫하며 
당황 했던 거야 
신호등은 짧았었고 내가 
너를 돌아봤을 땐 
길 건너에서 너는 날 
바라보고 있었지
그 때 마침 버스가 우릴 
가로질러 갔었고 
내 연인은 날 보며 너 왜 
그러냐고 했지 
시간은 벌써 2년이나 지나갔고 
그땐 우리 얼마나 많은 
방황을 했었나 
영원히 널 못볼거라 믿었었는데 
우연은 또 너를 내곁에 
데려다 놓았어 
다정한 서로의 연인을 보며 
너와 난 말없는 질툴 느꼈을거야 
눈인사도 나누지 못한채 
뒤돌아서며 
서로의 행복을 비는 
우울한 날일거야",0.239573,0.020483,0.033348,0.118662,0.511205,0.07673
454476,"두근거렸지 
누군가 나의 뒤를 쫓고있었고 
검은 절벽 끝 
더 이상 발 디딜 곳 하나 없었지 
자꾸 목이 메어 
간절히 네 이름을 되뇌었을 때 
귓가에 울리는 그대의 
뜨거운 목소리 
그게 나의 구원이었어 
마른 하늘을 달려 
나 그대에게 안길 수만 있으면 
내 몸 부서진대도 좋아 
설혹 너무 태양 가까이 날아 
두 다리 모두 녹아 내린다고 해도 
내맘 그대 마음속으로 
영원토록 달려갈거야 
내가 미웠지 
난 결국 이것밖에 안 돼 보였고 
오랜 꿈들이 
공허한 어린 날의 착각 같았지 
울먹임을 참고
남몰래 네 이름을 속삭였을 때
귓가에 울리는 그대의
뜨거운 목소리
그게 나의 희망이었어
마른 하늘을 달려
나 그대에게 안길 수만 있으면
내 몸 부서진대도 좋아
설혹 너무 태양 가까이 날아
두 다리 모두 녹아 내린다고 해도
내맘 그대 마음속으로
영원토록 달려갈거야
허약한 내 영혼에 힘을
날개를 달수있다면
마른 하늘을 달려
나 그대에게 안길 수만 있으면
내 몸 부서진대도 좋아
설혹 너무 태양 가까이 날아
두 다리 모두 녹아 내린다고 해도
내맘 그대 마음속으로
영원토록 달려갈거야",0.642334,0.040385,0.032815,0.054103,0.227395,0.002968
460396,"술이 한 잔 생각나는 밤 같이
있는 것 같아요 
그 좋았던 시절들 이젠 모두 
한숨만 되네요 
떠나는 그대 얼굴이 혹시 
울지나 않을까 
나 먼저 돌아섰죠 그때부터 
그리워요 
사람이 변하는 걸요 다시 
전보다 그댈 원해요 
이렇게 취할때면 꺼져버린 
전화를 붙잡고 
여보세요 나야 거기 잘 지내니 
여보세요 왜 말 안하니 
울고 있니 내가 오랜만이라서 
사랑하는 사람이라서 
그대 소중한 마음 밀쳐낸 
이기적인 그때의 나에게 
그대를 다시 불러오라고 
미친듯이 외쳤어 
떠나는 그대 얼굴이 마치 
처음과 같아서 
나 눈물이 났어요 그때부터 
그리워요 
사람이 변하는 걸요 다시 
전보다 그댈 원해요 
이렇게 취할때면 바뀌어버린 
전화번홀 누르고  
여보세요 나야 거기 잘 지내니 
오랜만이야 내 사랑아 
그대를 다시 불러오라고 
미친듯이 울었어 우 
여보세요 나야 정말 미안해 
이기적인 그때의 나에게 
그대를 다시 불러오라고 
미친듯이 외쳤어",0.257399,0.034551,0.127227,0.052081,0.511844,0.016899
503339,"눈이 부시게 아름답던 바다  
나의 눈속엔 
그 보다 더 고운 너였어 
하얀 모래 위 
너와 내가 남긴 추억들 
파도가 떠나도 
내겐 지워지지 않는걸 
너를 보내고 
나 또 다시 찾은 바닷가 
하지만 이제 내곁에 
다른 사람 있는걸 
새롭게 시작하고 싶어 
그녀를 따라 왔어 
하지만 내 맘 니 모습만 생각이 나 
그녀 머리에 쏟아진 별빛들 
그 별빛아래 약속한 
지난 날이 떠올라 워 
흔들리는 나의 마음을 
가눌 길 없는 내 눈빛 
너와 비슷한 
사람 마저 쫓고 있었어 
Oh oh 그 순간 내 두 눈 속에 
너무 익숙했던 너의 뒷모습 
그렇게 그리던 
지난날 바로 너였어 
눈이 부시게 아름다운 바닷가 
나의 눈 속엔 그보다 고운 너였어 
하얀 내 맘에 지난날 
우리가 남긴 추억들 
파도가 안기듯 
다시 네게 돌아 오는걸 
나와 마주친 당황한 니 얼굴 
하지만 너의 곁에도 
다른 누가 있는걸 워 
너를 안고싶은 내 가슴 
널 붙잡고픈 내 손길 
허나 넌 이미 
나를 둔채 멀어져갔어 
Oh 하지만 널 돌아본 순간 
두 눈에 흐르던 니 눈물 때문에 
꼭 나처럼 기다린 
너란걸 알았어 날 봐 
다시 너에게 달려가는 나를 봐 
찌는 태양도
내 사랑을 가릴순 없어
하얀 모래 위
우리의 사랑을 다시 새겨봐
이제는 내 사랑
너를 놓지 않을 테니까",0.656651,0.011174,0.020968,0.007693,0.296109,0.007406
504784,"다시 돌아온 바닷가
왠지 그녀도 왔을까
여기저기 둘러보아도
부서지는 파도 소리만
뚱보 아이스크림 아저씨
혹시 그녈 보셨나요
쭉쭉빵빵 날씬한 다리
그녈 찾아주세요
새까만 선글라스에 
하늘색 물들인 머리
널 따라 내 머리도 노랑 브릿지
이름도 성도 몰라요
용기로 훔친 첫키스
수줍었던 그녀 얼굴 떠오르네요
혹시 그녀가 왔을까
고래고래 불러 봤지만
반짝 대머리 아저씨
자길 불렀냐고 되묻고
세겹 뱃살 접힌 아줌마
여긴 목욕탕이 아녜요
제발 때좀 밀지 마세요
그녀가 달아나요
새까만 선글라스에
하늘색 물들인 머리
널 따라 내 머리도 노랑 브릿지
이 여름 그녀 없으면
물 없는 사막이에요
앵두 같은 그녀 입술 보고 싶어요
나는야 바다의 왕자
당신은 해변의 여자
하지만 너 없이 난 해변의 환자
기적이 일어난 거죠
그녀가 찾아왔어요
난 세상 참 올 여름은 감동의 바다",0.528948,0.043509,0.11409,0.044904,0.220298,0.048252
505376,"건너편에 니가 서두르게 
택시를 잡고있어 
익숙한 니 동네 외치고 있는 너 
빨리 가고 싶니 우리 헤어진 날에 
집으로 향하는 너 
바라보는 것이 마지막이야
내가 먼저 떠난다
택시 뒷창을 적신 
빗물 사이로 널 봐야만 한다 
마지막이라서 
어디로 가야하죠 아저씨 
우는 손님이 처음인가요 
달리면 어디가 나오죠 빗속을 
와이퍼는 뽀드득 신경질 내는데 
이별하지 말란건지 
청승 좀 떨지말란 핀잔인건지
술이 달아 오른다 
버릇이 된 전화를 
한참 물끄러미 바라만 보다가 
내 몸이 기운다 
어디로 가야하죠 아저씨 
우는 손님이 귀찮을텐데 
달리면 사람을 잊나요 빗속을
지금 내려버리면 
갈길이 멀겠죠 아득히 
달리면 아무도 모를거야 
우는지 미친 사람인지",0.072068,0.116871,0.422061,0.196192,0.186766,0.006043
623902,"어느새 길어진 그림자를 따라서
땅거미 진 어둠 속을
그대와 걷고 있네요
손을 마주잡고  
그 언제까지라도
함께 있는 것만으로 
눈물이 나는 걸요
바람이 차가워지는 만큼
겨울은 가까워 오네요
조금씩 이 거리 그 위로
그대를 보내야했던  
계절이 오네요
지금 올해의 첫 눈꽃을 바라보며
함께 있는 이 순간에
내 모든 걸 당신께 주고 싶어
이런 가슴에 그댈 안아요
약하기만 한 내가 아니에요
이렇게 그댈 사랑하는데
그저 내 맘이 이럴 뿐인거죠
그대 곁이라면
또 어떤 일이라도
할 수있을 것만 같아  
그런 기분이 드네요
오늘이 지나고
또 언제까지라도
우리 사랑 영원하길
기도하고 있어요
바람이 나의 창을 흔들고
어두운 밤마저 깨우면
그대 아픈 기억마저도  
내가 다 지워줄게요 
환한 그 미소로
끝없이 내리는 새하얀 눈꽃들로  
우리 걷던 이 거리가
어느새 변한 것도 모르는 채
환한 빛으로 물들어가요  
누군가 위해 나 살아갔나요  
무엇이든 다 해주고 싶은
이런게 사랑인 줄 배웠어요
혹시 그대있는 곳 
어딘지 알았다면
겨울밤 별이 돼
그대를 비췄을 텐데
웃던 날도 눈물에 젖었던
슬픈 밤에도 언제나
그 언제나 곁에 있을게요 
지금 올해의 첫 눈꽃을 바라보며
함께 있는 이 순간에
내 모든 걸 당신께 주고싶어
이런 가슴에 그댈 안아요
울지말아요 나를 바라봐요
그저 그대의 곁에서
함께 있고 싶은 맘 뿐이라고
다신 그댈 놓지 않을테요
끝없이 내리며 우릴 감싸온
거리 가득한 눈꽃 속에서
그대와 내 가슴에 조금씩
작은 추억을 그리네요
영원히 내 곁에 그대 있어요",0.728078,0.01445,0.009942,0.011473,0.232489,0.003568
